# RxnClock fit export
# raw data
time (min),S1 = Starting Material,S2 = Product 1,S3 = 5-bromo-2-methylpyridine adduct,S4 = Mass Balance (%)
0,0.1,0,0,99.8
2,0.092,0.006,0.003,100.4
4,0.083,0.011,0.005,98.9
6,0.075,0.016,0.008,98.6
8,0.069,0.02,0.01,99.2
10,0.063,0.024,0.012,99.4
15,0.051,0.034,0.016,101.7
20,0.04,0.039,0.019,99.3
25,0.033,0.046,0.023,101.8
30,0.025,0.05,0.025,99.4
40,0.016,0.056,0.029,101.4
50,0.01,0.06,0.03,100.9
60,0.007,0.061,0.031,99.3
75,0.003,0.063,0.032,98.3

# fitted curves
time (min),Starting Material,Product 1,5-bromo-2-methylpyridine adduct
13.78125,0.05333555749678077,0.0310217410099011,0.015642701493318114
14.2734375,0.05215157638341556,0.03180883185443216,0.016039591762152267
14.765625,0.05099387813541441,0.03257845028959573,0.016427671574989852
15.2578125,0.049861879306805135,0.03333098418051719,0.016807136512677665
15.75,0.048755009403369395,0.03406681278221257,0.017178177814418036
16.2421875,0.04767271059513032,0.03478630693072193,0.017540982474147766
16.734375,0.04661443743522256,0.03548982922999988,0.017895733334777585
17.2265625,0.045579656585003084,0.03617773423465731,0.01824260918033962
17.71875,0.044567846545264134,0.03685036862864657,0.01858178482608931
18.2109375,0.0435784973934129,0.03750807139997993,0.018913431206607167
18.703125,0.042611110526485516,0.038151174011569707,0.019237715461944783
19.1953125,0.04166519840986571,0.038780000568275755,0.01955480102185853
19.6875,0.040740284331581764,0.039394867980244865,0.01986484768817336
20.1796875,0.039835902162057554,0.039996086122624196,0.020168011715318238
20.671875,0.03895159611919697,0.04058395799172921,0.020464445889073788
21.1640625,0.03808692053868312,0.04115877985774499,0.020754299603571866
21.65625,0.03724143964937649,0.0417208414140377,0.021037718936585785
22.1484375,0.03641472735369919,0.04227042592315153,0.021314846723149268
22.640625,0.035606367012894165,0.04280781035956473,0.02158582262754109
23.1328125,0.034815951237051536,0.04333326554927665,0.021850783213671805
23.625,0.034043081679796014,0.04384705630629605,0.02210986201390792
24.1171875,0.03328736883753199,0.044349441566099664,0.02236318959636832
24.609375,0.0325484318531452,0.04484067451612802,0.022610893630726773
25.1015625,0.03182589832406182,0.04532100272338451,0.02285309895255367
25.59375,0.031119404114568556,0.04579066825920192,0.02308992762622953
26.0859375,0.03042859317229889,0.04624990782123927,0.02332149900646185
26.578125,0.02975311734879315,0.04669895285277049,0.023547929798436375
27.0703125,0.02909263622404187,0.04713802965932505,0.0237693341166331
27.5625,0.02844681693492411,0.04756735952273931,0.023985823542336603
28.0546875,0.027815334007454177,0.04798715881267608,0.02419750717986977
28.546875,0.027197869192752303,0.048397639095668576,0.024404491711579157
29.0390625,0.02659411130665652,0.048799007241743755,0.024606881451599765
29.53125,0.026003756072894985,0.04919146552867875,0.02480477839842631
30.0234375,0.025426505969739655,0.049575211743942936,0.024998282286317466
30.515625,0.024862070080064056,0.049950439284377,0.025187490635559008
31.0078125,0.02431016394472957,0.050317337253659306,0.02537249880161119
31.5,0.02377050941922641,0.050676090557608564,0.025553400023165095
31.9921875,0.02324283453349689,0.051026879997370996,0.025730285469132187
32.484375,0.022726873354870527,0.051369882360538764,0.025903244284590787
32.9765625,0.022222365854041755,0.051705270510245746,0.026072363635712578
33.46875,0.021729057774022797,0.05203321347228551,0.026237728753691774
33.9609375,0.021246700502005576,0.05235387652029533,0.026399422977699188
34.453125,0.020775050944068167,0.05266742125904923,0.02655752779688269
34.9453125,0.020313871402662574,0.05297400570590214,0.02671212289143536
35.4375,0.019862929456822144,0.053273784370425945,0.026863286172751993
35.9296875,0.01942199784502822,0.05356690833227775,0.027011093822694114
36.421875,0.018990854350676982,0.05385352531733968,0.02715562033198344
36.9140625,0.01856928169008881,0.0541337797721683,0.027296938537742992
37.40625,0.018157067403003675,0.05440781293679153,0.027435119660204895
37.8984375,0.017754003745507393,0.05467576291588945,0.027570233338603266
38.390625,0.017359887585334795,0.05493776474839495,0.02770234766627036
38.8828125,0.016974520299497003,0.05519395047554949,0.02783152922495361
39.375,0.01659770767418129,0.05544444920744795,0.027957843118370865
39.8671875,0.016229259806873002,0.05568938718810635,0.028081353005020765
40.359375,0.015868991010650247,0.05592888785908512,0.028202121130264754
40.8515625,0.015516719720603147,0.05616307192170005,0.028320208357696924
41.34375,0.01517226840233044,0.056392057397852205,0.028435674199817466
41.8359375,0.014835463462467358,0.0566159596895075,0.028548576848025246
42.328125,0.014506135161199646,0.0568348916368559,0.028658973201944552
42.8203125,0.014184117526719681,0.05704896357517959,0.02876691889810083
43.3125,0.013869248271581543,0.05725828339045869,0.028872468337959867
43.8046875,0.013561368710912906,0.05746295657374264,0.028975674715344558
44.296875,0.013260323682442506,0.0576630862743146,0.02907659004324299
44.7890625,0.012965961468302922,0.05785877335167568,0.029175265180021493
45.28125,0.012678133718569202,0.05805011642637514,0.029271749855055755
45.7734375,0.012396695376494859,0.05823721192971226,0.029366092693792974
46.265625,0.012121504605407526,0.058420154152334924,0.02945834124225765
46.7578125,0.011852422717227425,0.05859903529175928,0.029548541991013394
47.25,0.011589314102572648,0.05877394549883463,0.02963674039859281
47.7421875,0.011332046162416001,0.058944972923176825,0.029722980914407258
48.234375,0.01108048924125898,0.05911220375759305,0.029807307001148056
48.7265625,0.01083451656178921,0.05927572228152048,0.0298897611566904
49.21875,0.010594004160988385,0.059435610903500656,0.029970384935511053
49.7109375,0.01035883082765855,0.05959195020271097,0.030049218969630573
50.203125,0.010128878041335217,0.05974481896957421,0.030126302989090675
50.6953125,0.0099040299125565,0.05989429424546663,0.03020167584197698
51.1875,0.009684173124458262,0.0600404513615445,0.030275375513997345
51.6796875,0.009469196875665704,0.06018336397670888,0.030347439147625527
52.171875,0.009258992824452741,0.060323104114727466,0.030417903060819897
52.6640625,0.009053455034140945,0.06045974220053253,0.03048680276532664
53.15625,0.008852479919710552,0.06059334709571293,0.03055417298457662
53.6484375,0.008655966195596677,0.06072398613321844,0.030620047671184987
54.140625,0.008463814824644327,0.060851725151293494,0.030684460024062277
54.6328125,0.008275928968196603,0.060976628526657785,0.03074744250514572
55.125,0.008092213937290847,0.0610987592069502,0.030809026855759068
55.6171875,0.007912577144938173,0.061218178742452625,0.030869244112609315
56.109375,0.00773692805946236,0.061334947317109464,0.030928124623428296
56.6015625,0.007565178158874525,0.06144912377885856,0.03098569806226703
57.09375,0.007397240886260637,0.0615607656692889,0.03104199344445058
57.5859375,0.0072330316061593805,0.061669929252639796,0.03109703914120094
58.078125,0.007072467561908352,0.06177666954415649,0.03115086289393527
58.5703125,0.006915467833937137,0.06188104033781618,0.031203491828246794
59.0625,0.006761953298986218,0.06198309423343862,0.03125495246757527
59.5546875,0.006611846590231171,0.06208288266319489,0.03130527074657406
60.046875,0.006465072058292051,0.06218045591752769,0.03135447202418038
60.5390625,0.0063215557331083305,0.06227586317049627,0.03140258109639553
61.03125,0.006181225286660148,0.0623691525045587,0.03144962220878129
61.5234375,0.006044009996517116,0.062460370934804,0.03149561906867903
62.015625,0.0059098407101962815,0.0625495644326464,0.031540594857157454
62.5078125,0.00577864981031131,0.0626367779489936,0.03158457224069523
63,0.005650371180495299,0.06272205543690067,0.0316275733826042
63.4921875,0.0055249401720800706,0.06280543987372106,0.03166961995419904
63.984375,0.005402293571515139,0.062886973282766,0.03171073314571902
64.4765625,0.005282369568509931,0.06296669675448306,0.031750933677007154
64.96875,0.005165107724883221,0.06304465046716441,0.03179024180795251
65.4609375,0.005050448944104044,0.06312087370719556,0.03182867734870053
65.953125,0.004938335441508792,0.06319540488885453,0.03186625966963679
66.4453125,0.00482871071517943,0.0632682815736716,0.031903007711149095
66.9375,0.0047215195174681885,0.06333954048935907,0.03193893999317288
67.4296875,0.004616707827154368,0.06340921754832105,0.03197407462452471
67.921875,0.004514222822219224,0.06347734786575229,0.03200842931202861
68.4140625,0.004414012853225229,0.06354396577733512,0.03204202136943976
68.90625,0.004316027417286261,0.06360910485654368,0.03207486772617016
69.3984375,0.0042202171326156295,0.06367279793156397,0.03210698493582051
69.890625,0.004126533713639109,0.06373507710183825,0.03213838918452277
70.3828125,0.00403492994666042,0.06379597375424224,0.03216909629909747
70.875,0.003945359666066914,0.06385551857890323,0.03219912175503
71.3671875,0.0038577777310634586,0.0639137415846669,0.03222848068426979
71.859375,0.003772140002922795,0.06397067211422103,0.03225718788285634
72.3515625,0.0036884033227409184,0.06402633885888324,0.032285257818376004
72.84375,0.0036065254896862557,0.06408076987306066,0.03231270463725326
73.3359375,0.0035264652397316828,0.06413399258838845,0.03233954217188005
73.828125,0.0034481822248586627,0.0641860338275546,0.03236578394758692
74.3203125,0.0033716369927230326,0.06423691981781773,0.032391443189459405
74.8125,0.003296790966772174,0.06428667620422496,0.032416532829003045
75.3046875,0.003223606426803563,0.0643353280625361,0.03244106551066052
75.796875,0.0031520464899548943,0.06438289991186122,0.03246505359818406
76.2890625,0.0030820750921162015,0.06442941572701755,0.032488509180866425
76.78125,0.0030136569697546004,0.06447489895061204,0.03251144407963356
77.2734375,0.0029467576421425045,0.06451937250485575,0.032533869853001954
77.765625,0.0028813433939803485,0.064562858803116,0.03255579780290386
78.2578125,0.002817381258405066,0.06460537976121208,0.03257723898038306
78.75,0.0027548390003757565,0.06464695680846012,0.03259820419116434

# fitted constants
constant,value,units
k S1 -> S2 (Starting Material -> Product 1),0.030320965201504648,min⁻¹
k S1 -> S3 (Starting Material -> 5-bromo-2-methylpyridine adduct),0.01528933554970504,min⁻¹
R squared,0.9994016192591407,
SSE,0.000013234557811510379,signal^2
